slug,name,price,city_id
malhar-citrus-indian-craft-gin-750ml,Malhar Citrus Indian Craft Gin,3075,31
absolut-citron-200ml,Absolut Citron,645,31
louis-xiii-de-remy-martin-700ml,Louis XIII De Remy Martin,310000,31
jb-rare-750ml,J&B Rare,1900,31
clarendelle-bordeaux-blanc-750ml,Clarendelle Bordeaux Blanc,5326,31
patron-anojo-1000ml,Patron Anojo,7200,31
magic-moment-vodka-750ml,Magic Moment Vodka,350,31
russian-standard-gold-700ml,Russian Standard Gold,4500,31
johnnie-walker-red-label-200ml,Johnnie Walker Red Label,550,31
zonin-asti-docg-dolce-750ml,Zonin Asti Docg Dolce,1930,31
grover-art-collection-sauvignon-blanc-750ml,Grover Art Collection Sauvignon Blanc,820,31
jaisalmer-gin-750ml,Jaisalmer Gin,2800,31
smirnoff-vodka-1000ml,Smirnoff Vodka,55,31
baileys-strawberry-cream-750ml,Baileys Strawberry & Cream,2400,31
chivas-regal-25-yrs-750ml,Chivas Regal 25 Yrs,34000,31
robert-mondavi-napa-valley-cab-sauvignon-750ml,Robert Mondavi Napa Valley Cab Sauvignon,15000,31
sula-shiraz-cabernet-750ml,Sula Shiraz Cabernet,975,31
romanov-180ml,Romanov,67,31
caolila-malt-12yrs-750ml,Caolila Malt 12Yrs,5800,31
aberlour-18-year-700ml,Aberlour 18 Year,18200,31
fratelli-ms-chardonnay-sauvignon-blanc-750ml,Fratelli Ms Chardonnay Sauvignon Blanc,1000,31
dewars-12-years-750ml,Dewars 12 Years,3300,31
campo-viejo-tempranillo-red-750ml,Campo Viejo Tempranillo Red,1700,31
blender-pride-375ml,Blender Pride,350,31
paul-john-px-cask-750ml,Paul John Px Cask,8500,31
dom-perignon-brut-750ml,Dom Perignon Brut,32460,31
tuborg-light-can-500ml,Tuborg Light Can,80,31
teremana-blanco-750ml,Teremana Blanco,15000,31
sula-madera-white-wine-750ml,Sula Madera White Wine,495,31
corona-extra-330ml,Corona Extra,120,31
absolut-grapefruit-vodka-750ml,Absolut Grapefruit Vodka,2375,31
stolichnaya-750ml,Stolichnaya,2110,31
jaisalmer-gin-180ml,Jaisalmer Gin,240,31
ballantine-finest-blended-scotch-whisky-750ml,Ballantine Finest Blended Scotch Whisky,1850,31
hoegaarden-can-500ml,Hoegaarden Can,160,31
jim-beam-750ml,Jim Beam,2080,31
terrazas-reserva-malbec-750ml,Terrazas Reserva Malbec,3479,31
grover-art-collection-cab-shiraz-750ml,Grover Art Collection Cab Shiraz,935,31
g-h-mumm-brut-750ml,G H Mumm Brut,8000,31
short-story-dry-gin-750ml,Short Story Dry Gin,900,31
patron-silver-750ml,Patron Silver,7200,31
dsp-black-750ml,Dsp Black,195,31
michel-lynch-aoc-bordeaux-rouge-750ml,Michel Lynch Aoc Bordeaux Rouge,3556,31
the-yamazaki-single-malt-700ml,The Yamazaki Single Malt,16555,31
the-source-sauvignon-blanc-750ml,The Source Sauvignon Blanc,1150,31
paul-john-oloroso-select-cask-750ml,Paul John Oloroso Select Cask,5500,31
golden-sparrow-chardonnay-750ml,Golden Sparrow Chardonnay,1750,31
haymans-peach-and-rose-cup-700ml,Haymans Peach And Rose Cup,4500,31
bacardi-limon-180ml,Bacardi Limon,170,31
diplomatico-mantuano-750ml,Diplomatico Mantuano,3275,31
golden-sparrow-sangiovese-750ml,Golden Sparrow Sangiovese,1750,31
robert-mondavi-cabernet-sauvignon-750ml,Robert Mondavi Cabernet Sauvignon,15000,31
noi-sparkling-750ml,Noi Sparkling,980,31
black-white-750ml,Black & White,1450,31
johnnie-walker-double-black-750ml,Johnnie Walker Double Black,4000,31
ron-barcelo-blanco-750ml,Ron Barcelo Blanco,1649,31
smirnoff-vodka-375ml,Smirnoff Vodka,330,31
1800-anejo-750ml,1800 Anejo,7500,31
albert-bichot-beaujolais-village-750ml,Albert Bichot Beaujolais Village,3690,31
longmorn-the-distillers-choice-single-malt-700ml,Longmorn The Distillers Choice Single Malt,9600,31
amaretto-del-lago-700ml,Amaretto Del Lago,3285,31
martini-brut-750ml,Martini Brut,2200,31
100-pipers-12-years-750ml,100 Pipers 12 Years,2120,31
moet-n-chandon-brut-750ml,Moet N Chandon Brut,8965,31
cragganmore-12-yrs-750ml,Cragganmore 12 Yrs,6150,31
macallan-12-years-750ml,Macallan 12 Years,9029,31
beluga-noble-700ml,Beluga Noble,7290,31
don-julio-1942-750ml,Don Julio 1942,21000,31
glenmorangie-signet-750ml,Glenmorangie Signet,27919,31
laurent-perrier-brut-750ml,Laurent Perrier Brut,9950,31
terai-indian-craft-gin-750ml,Terai Indian Craft Gin,1999,31
kahlua-liquor-750ml,Kahlua Liquor,2570,31
uluvka-vodka-700ml,Uluvka Vodka,4950,31
100-pipers-dlx-blended-scotch-750ml,100 Pipers Dlx Blended Scotch,1450,31
martini-prosecco-750ml,Martini Prosecco,2200,31
kingfisher-ultra-330ml,Kingfisher Ultra,65,31
camikara-12yrs-rum-750ml,Camikara 12Yrs Rum,6500,31
grover-vijay-amritraj-white-750ml,Grover Vijay Amritraj White,1350,31
one-tree-hill-kadha-wine-750ml,One Tree Hill Kadha Wine,700,31
fratelli-chenin-blanc-750ml,Fratelli Chenin Blanc,775,31
fratelli-ms-sangiovese-rose-wine-750ml,Fratelli Ms Sangiovese Rose Wine,1500,31
bottega-merlot-750ml,Bottega Merlot,2199,31
sula-rasa-syrah-750ml,Sula Rasa Syrah,1690,31
ketel-one-vodka-750ml,Ketel One Vodka,2000,31
black-dog-black-centenary-375ml,Black Dog Black Centenary,120,31
johnnie-walker-blonde-700ml,Johnnie Walker Blonde,2460,31
jameson-irish-whiskey-200ml,Jameson Irish Whiskey,666,31
diplomatico-reserva-exclusiva-700ml,Diplomatico Reserva Exclusiva,5555,31
100-pipers-8-years-180ml,100 Pipers 8 Years,440,31
balvenie-12-yrs-700ml,Balvenie 12 Yrs,8640,31
grover-art-collection-chenin-blanc-750ml,Grover Art Collection Chenin Blanc,775,31
villa-sandi-asolo-prosecco-750ml,Villa Sandi Asolo Prosecco,2950,31
mcdowell-no1-platinum-180ml,Mcdowell No1 Platinum,90,31
pasqua-montepulciano-d-abruzzo-750ml,Pasqua Montepulciano D Abruzzo,2090,31
havana-club-anejo-3-anos-750ml,Havana Club Anejo 3 Anos,2380,31
blender-pride-750ml,Blender Pride,700,31
dewars-21yrs-500ml,Dewars 21Yrs,11000,31
absolut-citron-750ml,Absolut Citron,2375,31
vat-69-375ml,Vat 69,84,31
glenmorangie-the-quinta-ruban-750ml,Glenmorangie The Quinta Ruban,8483,31
teachers-highland-cream-750ml,Teachers Highland Cream,1460,31
tignanello-toscana-750ml,Tignanello Toscana,23750,31
budweiser-magnum-650ml,Budweiser Magnum,150,31
fantini-pinot-calalenta-rose-750ml,Fantini Pinot Calalenta Rose,2800,31
lagavulin-16years-750ml,Lagavulin 16Years,11500,31
fratelli-ms-sangiovese-cabernet-franc-syrah-750ml,Fratelli Ms Sangiovese Cabernet Franc Syrah,1150,31
kumeu-river-chardonnay-750ml,Kumeu River Chardonnay,3899,31
royal-stag-barrel-select-750ml,Royal Stag Barrel Select,400,31
royal-challenge-whisky-750ml,Royal Challenge Whisky,370,31
select-bitter-aperitif-700ml,Select Bitter Aperitif,2500,31
dsp-black-375ml,Dsp Black,67,31
five-reserve-chenin-blanc-750ml,Five Reserve Chenin Blanc,1499,31
skyy-vodka-750ml,Skyy Vodka,1502,31
cinzano-rosso-750ml,Cinzano Rosso,1495,31
jpn-sake-bunraku-honjozo-taruzake-720ml,Jpn Sake Bunraku Honjozo Taruzake,4950,31
black-dog-gold-reserve-180ml,Black Dog Gold Reserve,475,31
royal-stag-180ml,Royal Stag,95,31
moonshine-coffee-mead-330ml,Moonshine Coffee Mead,140,31
hapusa-dry-gin-750ml,Hapusa Dry Gin,2120,31
sula-sauvignon-blanc-750ml,Sula Sauvignon Blanc,775,31
mcdowell-no1-platinum-750ml,Mcdowell No1 Platinum,340,31
tuborg-light-330ml,Tuborg Light,60,31
jack-daniels-old-no-7-700ml,Jack Daniels Old No 7,213,31
burnetts-london-dry-gin-750ml,Burnetts London Dry Gin,2195,31
chivas-regal-xv-blended-scotch-whisky-750ml,Chivas Regal XV Blended Scotch Whisky,4850,31
monkey-47-schwarzwld-dry-500ml,Monkey 47 Schwarzwld Dry,4400,31
carlsberg-smooth-lager-500ml,Carlsberg Smooth Lager,100,31
camino-silver-750ml,Camino Silver,2600,31
mcdowell-celebration-rum-750ml,Mcdowell Celebration Rum,220,31
haku-vodka-1000ml,Haku Vodka,4000,31
johnnie-walker-black-label-750ml,Johnnie Walker Black Label,3150,31
absinthe-49-700ml,Absinthe 49,3750,31
paul-john-bold-rare-750ml,Paul John Bold Rare,4200,31
budweiser-magnum-double-barrel-750ml,Budweiser Magnum Double Barrel,1800,31
amora-white-wine-750ml,Amora White Wine,375,31
smirnoff-orange-flavour-750ml,Smirnoff Orange Flavour,700,31
royal-stag-375ml,Royal Stag,185,31
absolut-vodka-200ml,Absolut Vodka,565,31
francois-labet-ile-de-beaute-pinot-noir-750ml,Francois Labet Ile De Beaute Pinot Noir,4337,31
ron-barcelo-imperial-rum-750ml,Ron Barcelo Imperial Rum,6199,31
malibu-700ml,Malibu,2400,31
singleton-15yrs-750ml,Singleton 15Yrs,6900,31
chandon-brut-cuvee-750ml,Chandon Brut Cuvee,2600,31
smirnoff-green-apple-750ml,Smirnoff Green Apple,700,31
blue-nun-riesling-750ml,Blue Nun Riesling,1850,31
grant-distinction-ind-750ml,Grant Distinction Ind,1350,31
la-vielle-ferme-white-750ml,La Vielle Ferme White,1900,31
magic-moment-vodka-180ml,Magic Moment Vodka,95,31
drambuie-liqueur-750ml,Drambuie Liqueur,3050,31
fantini-pinot-grigio-750ml,Fantini Pinot Grigio,2175,31
brancott-estate-sauvignon-750ml,Brancott Estate Sauvignon,2200,31
sula-chenin-blanc-750ml,Sula Chenin Blanc,725,31
sante-chenin-blanc-750ml,Sante Chenin Blanc,470,31
the-famous-grouse-750ml,The Famous Grouse,2029,31
french-dog-grenache-750ml,French Dog Grenache,1780,31
khor-platinum-750ml,Khor Platinum,1650,31
bottega-prosecco-extra-dry-750ml,Bottega Prosecco Extra Dry,4800,31
armand-de-brignac-brut-gold-750ml,Armand De Brignac Brut Gold,59449,31
the-glenlivet-caribbean-reserve-single-malt-700ml,The Glenlivet Caribbean Reserve Single Malt,6000,31
don-julio-anejo-700ml,Don Julio Anejo,11100,31
glengrant-18yrs-750ml,Glengrant 18Yrs,10500,31
longmorn-16-yrs-oak-cask-single-malt-700ml,Longmorn 16 Yrs Oak Cask Single Malt,9600,31
black-dog-black-centenary-180ml,Black Dog Black Centenary,340,31
trapiche-pinot-grigio-750ml,Trapiche Pinot Grigio,1550,31
glenmorangie-nectar-750ml,Glenmorangie Nectar,9117,31
torres-vina-sol-750ml,Torres Vina Sol,1550,31
old-monk-375ml-375ml,Old Monk 375Ml,110,31
porto-niepoort-tawny-750ml,Porto Niepoort Tawny,3800,31
komagatake-single-malt-700ml,Komagatake Single Malt,18417,31
fratelli-merlot-750ml,Fratelli Merlot,1065,31
grey-goose-vodka-750ml,Grey Goose Vodka,3400,31
jacobs-creek-shiraz-cabernet-750ml,Jacobs Creek Shiraz Cabernet,1500,31
simba-wit-pint-330ml,Simba Wit Pint,80,31
laphroaig-select-single-malt-whisky-750ml,Laphroaig Select Single Malt Whisky,6000,31
paul-john-xo-brandy-750ml,Paul John XO Brandy,12500,31
peter-scot-black-single-malt-750ml,Peter Scot Black Single Malt,3200,31
100-pipers-8-years-750ml,100 Pipers 8 Years,1760,31
two-ocean-pintoage-700ml,Two Ocean Pintoage,1800,31
epitome-reserve-750ml,Epitome Reserve,11000,31
jagermeister-liqueur-375ml,Jagermeister Liqueur,1750,31
fantini-cerasuolo-d-abruzzo-750ml,Fantini Cerasuolo D Abruzzo,2200,31
teachers-50-750ml,Teachers 50,1900,31
bottega-poeti-prosecco-doc-750ml,Bottega Poeti Prosecco Doc,4800,31
jack-daniels-tennessee-apple-750ml,Jack Daniels Tennessee Apple,3200,31
sula-sparkling-shiraz-750ml,Sula Sparkling Shiraz,1570,31
hendricks-neptunia-gin-700ml,Hendricks Neptunia Gin,5200,31
amrut-amalgum-malt-whisky-750ml,Amrut Amalgum Malt Whisky,2750,31
buffalo-trace-bourbon-whiskey-750ml,Buffalo Trace Bourbon Whiskey,6600,31
le-grand-noir-rose-750ml,Le Grand Noir Rose,1625,31
oaksmith-international-whisky-750ml,Oaksmith International Whisky,390,31
glenfiddich-18-700ml,Glenfiddich 18,12810,31
hennessy-vsop-700ml,Hennessy VSOP,11019,31
royal-challenge-whisky-180ml,Royal Challenge Whisky,95,31
templeton-4yrs-750ml,Templeton 4Yrs,4850,31
roku-gin-700ml,Roku Gin,4200,31
monkey-shoulder-whisky-700ml,Monkey Shoulder Whisky,4500,31
moonshine-guava-chilli-mead-330ml,Moonshine Guava Chilli Mead,140,31
black-white-375ml,Black & White,115,31
two-oceans-chardonnay-2019-750ml,Two Oceans Chardonnay 2019,1800,31
glenlivet-21-yrs-700ml,Glenlivet 21 Yrs,28700,31
morpheus-brandy-180ml,Morpheus Brandy,160,31
moet-chandon-ice-imperial-1500ml,Moet & Chandon Ice Imperial,18823,31
cherrapunji-eastern-craft-gin-750ml,Cherrapunji Eastern Craft Gin,2900,31
jose-cuervo-especial-reposado-tequila-750ml,Jose Cuervo Especial Reposado Tequila,3050,31
kamet-whisky-750ml,Kamet Whisky,2999,31
the-source-rose-750ml,The Source Rose,1150,31
hennessy-vs-700ml,Hennessy Vs,5645,31
aberfeldy-21-year-700ml,Aberfeldy 21 Year,18500,31
kingfisher-strong-can-500ml,Kingfisher Strong Can,85,31
bushmills-12yrs-single-malt-700ml,Bushmills 12Yrs Single Malt,6000,31
magic-moment-green-apple-750ml,Magic Moment Green Apple,380,31
jacob-creek-merlot-750ml,Jacob Creek Merlot,1500,31
magic-moment-orange-750ml,Magic Moment Orange,380,31
william-lawson-750ml,William Lawson,1100,31
legacy-premium-blended-classic-whisky-750ml,Legacy Premium Blended Classic Whisky,715,31
ibf-bully-strong-beer-can-500ml,IBF Bully Strong Beer Can,115,31
dalwhinnie-15-yrs-750ml,Dalwhinnie 15 Yrs,6400,31
blenders-pride-reserve-collection-750ml,Blenders Pride Reserve Collection,840,31
smoke-vodka-classic-750ml,Smoke Vodka Classic,2100,31
imperial-blue-180ml,Imperial Blue,85,31
blind-tiger-imperial-secrets-500ml,Blind Tiger Imperial Secrets,7000,31
aberlour-12-year-700ml,Aberlour 12 Year,7000,31
imperial-blue-750ml,Imperial Blue,340,31
barolo-bersano-750ml,Barolo Bersano,7150,31
le-grand-noir-pinot-noir-750ml,Le Grand Noir Pinot Noir,1625,31
blind-tiger-piper-cubeba-500ml,Blind Tiger Piper Cubeba,7000,31
